gene_id	gene_name	A_1	A_2	A_3	A_4	A_5	A_6	B_1	B_2	B_3	B_4	B_5	B_6	C_1	C_2	C_3	C_4	C_5	C_6
ENSG00000001497.18	LAS1L	550.999	639.001	716	645.999	623	675.999	1217.001	1194.002	1101	1139	1122.999	1066	912	845.999	809	678.999	718	642.001
ENSG00000001561.7	ENPP4	7	11	8	7	13	15	83	65	67	50	35	43	12	17	19	9	4	10
ENSG00000001617.12	SEMA3F	679.001	1083	1505	557.001	649.001	1060.001	1984.999	2753	2469	1559.001	2070	1983.001	1100	1628.001	1287	2162	2228	1641.001
ENSG00000001626.18	CFTR	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000001629.10	ANKIB1	1992.112	2518.957	1765	2086.961	2030	1510.608	2693	2447.374	1753.662	2634.874	2297.941	1632.494	2750.034	2800.985	1565.751	2659	3214.601	1869.767
ENSG00000001630.18	CYP51A1	974.587	1271.359	1205.963	981.158	1117.237	1216.904	3153.901	2671.118	2575.624	2723.365	2692.776	2525.598	1934.013	2006.526	1530.391	1748.827	1955.573	1608.699
ENSG00000001631.17	KRIT1	962.711	1061.799	1072.172	941.739	822.835	1055.616	1356.848	1042.908	1131.847	1115.951	1035.502	950.432	1163.494	1002.368	1043.433	749.713	713.158	828.047
ENSG00000002016.18	RAD52	158	186	198.999	175.411	165	193	245.04	224	194.001	223.001	158.034	162	150	181	121.611	135	176	114
ENSG00000002079.15	MYH16	0	1	0	0	0	0	5	18.339	2	3	7	9	0	3.617	1	0	14.488	0
ENSG00000002330.14	BAD	595.981	578.962	613	808	520.95	632.91	782.829	816.101	789.949	870.817	759.951	746.854	768.84	850.84	727	930.904	978	947.311
ENSG00000002549.13	LAP3	2569.999	2659	3072.002	3697	2930	3480	6171	5286.001	6426	5307	5032	4770	6917.001	7775	5027	2142.999	2377	2726.001
ENSG00000002586.20	CD99	4558.65	5728.161	5766.945	6233.535	4909.154	5731.16	6780.787	7147.035	7549.931	6786.749	4749.711	7137.091	5507.917	6560.445	4312.384	6028.899	6587.599	5005.869
ENSG00000002587.10	HS3ST1	155	314	194	119	197	82	56	47	39	57	46	24	124	212	95	56	92	87
ENSG00000002726.21	AOC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000002745.13	WNT16	0	0	0	0	0	0	25	15	35	29	9	33	0	0	0	0	0	0
ENSG00000002746.15	HECW1	0	0	0	0	0	0	0	1	2	1	0	2	0	0	0	0	0	0
ENSG00000002822.16	MAD1L1	476.188	499.112	528.043	501.999	544.001	562.001	1061.038	997	914	1074	1133.001	972.072	711.001	782	723.999	720.999	680.061	669.999
ENSG00000002834.19	LASP1	7078.795	7115.879	8280.407	8855.823	7370.987	8830.859	18356.967	15970.51	17723.301	17163.815	16388.521	15497.958	18878.386	18148.735	14982.981	19449.372	18426.329	14467.891
ENSG00000002919.15	SNX11	609.001	680	627	747.999	626	664.999	1155	1002.999	960	1033.999	1085.002	919	840.001	998.999	652	747	840.001	706.001
ENSG00000002933.9	TMEM176A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000003056.8	M6PR	1743.759	1797.564	2178.054	2216.365	1723.791	2507.559	3564.658	3062.501	3500.136	3309.044	3068.671	3213.81	2755.035	2633.417	2590.418	2755.348	2787.578	3051.237
ENSG00000003096.15	KLHL13	16	29	24	18	39	19	134	127	182	128	129	126.999	30	31	30	30	32	29
ENSG00000003137.9	CYP26B1	2	1	4	1	2	1	83	50	119	41	21	54	8	1	1	1	3	3
ENSG00000003147.19	ICA1	821.021	892.001	998.999	899	760.999	1010	762	691.001	625.999	802	655	609.001	885.999	784.001	683	531	610	453
ENSG00000003249.15	DBNDD1	1868	1784	2294.999	2042	1489	2113	663.001	740.001	652	559.001	625.999	590	1941	1882	2036.001	2269	2268.001	2660.001
ENSG00000003393.16	ALS2	1049.999	1147.999	1250.002	1082	1147.999	1161.002	2592.001	2315.003	2343.001	2436.999	2220.999	1953.997	1902	2018.002	1733.001	2019.002	2168.001	1773.002
ENSG00000003400.16	CASP10	1255	1411	1554	1328.999	1224.001	1575.999	1009.999	854	1042	866	632	694.001	1284	1250.001	1212.87	970	1028	1187.999
ENSG00000003402.21	CFLAR	4662.423	5265.082	5543.353	4880.244	4941.76	5723.413	7434.582	7238.07	7569.42	7113.666	7060.693	6728.355	6450.83	8490.806	5811.98	4816.025	6630.972	5399.361
ENSG00000003436.16	TFPI	30888.992	32170.978	32478.825	27511.964	25543.993	29244.993	6122	5226.999	5378.998	5609.002	4211	4117.994	11820.996	9754.962	10643.965	5668.999	5419	8911.996
ENSG00000003509.16	NDUFAF7	187.046	256.058	218.021	206.009	200	200.002	252.067	210.078	245.05	248.02	207.035	263.965	264.094	287.067	265	214.042	208.025	249.054
ENSG00000003756.17	RBM5	2667.428	3700.754	3461.524	2851.309	2646.885	3371.577	3003.778	2798.858	2841.837	2829.575	2645.898	2564.316	2837.191	3144.105	3028.865	1852.979	2148.174	2361.504
ENSG00000003987.14	MTMR7	102.014	83.743	141.202	92.456	83.449	91.712	92.567	33.996	56.631	68.916	58.611	69.16	68.332	73.889	81.396	47.349	50.968	85.504
ENSG00000003989.18	SLC7A2	204	416	382	320	686	531	1883	3475	2944	2861	5000	4304.001	387	1160	879	635	2265	1131
ENSG00000004059.11	ARF5	2471.999	2775.001	2976.756	2831.999	2428	2897.762	2514	2205.539	2583.565	2550.967	2342.954	2476.999	3188.955	3226.26	2473	2798.732	2966.754	2456.823
ENSG00000004139.14	SARM1	179.873	457.455	209.654	188.071	347.83	244.172	793.518	1337.068	1014.491	719.187	1269.624	874.472	192.137	552.262	212.837	116.272	312.295	154.904
ENSG00000004142.12	POLDIP2	2387.266	2369.239	2731.59	2754.74	2111.339	2676.172	5876.203	5567.053	4908.097	5350.286	5209.615	4186.563	3720.318	3985.446	3024.351	3907.318	3664.579	2891.112
ENSG00000004399.13	PLXND1	13553.998	17917.998	15326.999	13320.002	13023.999	12359.998	25018.999	22269	24244.003	28902.998	21990	22696.997	17017.001	20749	14524.001	26573	27200	18387.999
ENSG00000004455.18	AK2	2505.998	2587	3169.995	2832.986	2622.236	3122.996	3833.983	3601	3741.996	3421.992	3546.996	3238.981	3153.002	2981.987	2744.996	2481.989	2393.987	2553.99
ENSG00000004468.13	CD38	387	593	773.001	199	354	516	10	11	15	3	7	4	18	37	64	4	2	22
ENSG00000004478.8	FKBP4	1118.052	917	1563	1244	1018	1672	4870	4191.001	4388.847	4225	4065.013	3764.993	1984	1928.666	2339	2986.662	2214	2966
ENSG00000004487.18	KDM1A	1911.001	2356.001	2619	2145.001	2573	3045.001	2587.998	2956.001	3323.001	2611	2953	3025.001	3258.002	3664.998	4123.002	2382	3213	3930.001
ENSG00000004534.15	RBM6	1811	1964.999	2112.999	1720.27	1408.997	2147.999	1642	1387.002	1534.001	1612.284	1498	1386.251	1776	1690.002	1903.884	1349	1259.998	1810
ENSG00000004660.15	CAMKK1	17	21	25	24	24	16	178	166	112	162	151.999	111	89	126	61	150.999	166	96
ENSG00000004700.16	RECQL	2625.495	3267.801	2931.514	2675.3	3208.168	2788.961	3294.713	3361.561	2997.528	2694.649	2970.045	2590.195	2453.81	2866.899	2191.828	1560.655	2195.657	1764.665
ENSG00000004766.17	VPS50	600	648.001	627.999	568	570	649	794.001	617	665	648.001	613.999	516	650.998	603.999	514	354	389	444
ENSG00000004776.13	HSPB6	103	69	105	87	64	104	353.812	361.321	400	425	308	338	37	35	23	29	31	39
ENSG00000004777.19	ARHGAP33	50	87	68.183	60.001	64.689	85.001	101	130.188	100.058	106.202	110	84	100.999	88.999	87	74	91.085	67.052
ENSG00000004779.10	NDUFAB1	971	976	1275	1169	1052	1228	1395	1402	1487	1330	1356	1210.001	1187	1172	1108	1028	1148	1244
ENSG00000004799.8	PDK4	36429	29259.999	46889	24974.999	19554	33416	805	398	1045	733	275	516	4428	3313	6849.999	2253	1715	4147
ENSG00000004809.14	SLC22A16	0	0	0	0	0	0	0	1	3	0	1	1	1	5	0	0	0	1
ENSG00000004838.14	ZMYND10	0	4	0	1	0	3	2	0	6	3	4	0	1	1	0	5	2	2
ENSG00000004846.17	ABCB5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
ENSG00000004848.8	ARX	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0
ENSG00000004864.14	SLC25A13	585.999	802	803	589	654	731	1691	1463	1477.001	1477.001	1585	1395	866.001	892	920	555	791.999	641
ENSG00000004866.22	ST7	217.866	238.178	291.879	303.834	223.084	291.931	891.425	771.048	756.763	1003.716	875.284	785.524	712.727	717.67	516.367	510.044	661.781	604.903
ENSG00000004897.12	CDC27	2476	2526.001	2970.999	2562.002	2398.999	3063	3611.986	3087	3715	3297.978	2876.999	3258	3036.999	2576	3131	2008.998	2101.999	2790.981
ENSG00000004939.16	SLC4A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004948.16	CALCR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004961.15	HCCS	634.001	718	723.999	713	738	758	1292	1195	995	1179.999	1157	1020	967	1156	833.001	911	1067.999	877
ENSG00000004975.12	DVL2	607	659	804	666	653.001	910	1379	1151	1157	1376	1331	1061	1021.999	1192.001	1058.999	1249.999	1442.999	1227
ENSG00000005001.10	PRSS22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005007.14	UPF1	3629	3858.001	3997	4138.001	3449.999	4420	4143.001	3524	3529.001	3968	3579.001	3355	4436.001	3938	3927	4460	4157.999	4424.001
ENSG00000005020.13	SKAP2	3064	3247	3351	3136	2993	3299	2925	2523	2818.001	2916	2154	2349	3633	3197	2750	2835	3002	3153.001
ENSG00000005022.6	SLC25A5	4379.156	3798.762	6044.162	5384.363	3718.273	6331.327	6437.569	5649.161	6758.881	6009.977	5482.241	5782.177	5958.404	4441.241	5884.474	4936.284	3979.451	6566.339
ENSG00000005059.16	MCUB	1266	1385	1728	1245.999	1368	1564	1026	1127	1354	855	1031	973.001	1043	1411.001	935.001	785	1111	987.999
ENSG00000005073.6	HOXA11	1	3	1	3	2	3	9	5	4	9	6	5	88	92.563	61.002	147.692	159	107.034
ENSG00000005075.16	POLR2J	814.327	610.165	975.618	1065.066	614.504	1032.751	1408.605	980.87	1269.241	1361.558	1077.781	1217.233	1130.406	806.589	925.499	1293.074	757.009	1081.677
ENSG00000005100.13	DHX33	1294.001	1466	1458.001	1333	1416	1395.001	2538	2727.999	2550	2348	2539.999	2336.001	1896	2135.999	1972	1814.001	2010.999	1914
ENSG00000005102.14	MEOX1	0	0	0	1	0	0	2	0	0	0	4	7	0	2	1	0	2	12
ENSG00000005108.17	THSD7A	1254	1125	969.994	1133	1036	1028	1204.999	961.993	1578	1308	765	1090	1756.998	1958.998	1745.995	588	587	779
ENSG00000005156.12	LIG3	582.598	427.951	547.728	493.781	356.674	525.237	842.659	726.874	846.633	875.84	617.845	671.047	628.784	486.552	527.064	708.05	511.366	551.22
ENSG00000005175.10	RPAP3	502	485.999	699	542	497	616.001	1109	845.001	1035	934.001	828	920	736	698	837.999	427	490	680.999
ENSG00000005187.12	ACSM3	26.595	15.443	24.855	55.774	55.174	47.018	2438.34	1047.719	3678.044	2752.644	1021.952	2595.037	248.902	143.099	143.312	23.584	30.037	120.746
ENSG00000005189.20	REXO5	109.999	144.011	99	155.999	127.999	101.001	125.214	68	92	120	112	76	97	62	75	95	69.999	38
ENSG00000005194.15	CIAPIN1	1181.001	1562	1662	1388	1502.999	1603.999	2494	2386.999	2158	2350.999	2338.999	2061	2174.001	2417	1816.001	1510.999	1788.001	1610.001
ENSG00000005206.17	SPPL2B	1262.676	1124.001	1209.049	1445.002	875.998	1194.999	1176	913.999	1085.001	1220	858.999	886	941.001	734.129	817.849	1053.001	707.001	958.999
ENSG00000005238.20	ATOSB	764	963	792	962	977.999	906.999	1335	1291	1340	1540.999	1559	1414	978.001	1362	775	1271	1711	1268.999
ENSG00000005243.10	COPZ2	94.999	99	109	106	94	106	129	144	134.999	180.999	157	115	77	92	63	79.001	98	49
ENSG00000005249.14	PRKAR2B	610	558	517.999	625	589	527	3209.001	2794.001	2989.999	2072.001	1704	1692	949.999	932	737	879	840.999	741
ENSG00000005302.19	MSL3	1454	1052.999	1164.001	1437.999	1071	1174.001	1972	1559	1628.998	1971.795	1568.999	1558.002	2195.999	1659.001	1275.002	1069.999	1130.001	1263.001
ENSG00000005339.15	CREBBP	2818	2869	3134	2868	2387	3097	3994.999	3293	3639.001	4257.001	3169	3235.999	3522	3741	3706	2205	2588	2599
ENSG00000005379.17	TSPOAP1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005381.9	MPO	3	2	2	0	1	1	0	4	0	1	0	0	0	2	0	0	0	1
ENSG00000005421.9	PON1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000005436.14	GCFC2	447	512.999	542.998	440	474	518.886	1046.876	846.982	847.061	883.952	742.999	751.89	734.097	713.396	650	855	740.993	656
ENSG00000005448.17	WDR54	281.001	429	353	297.999	341.001	361.001	302	361	318	274	326	208.001	311	454	270.001	431.999	431	384
ENSG00000005469.12	CROT	141	310	232.999	187	258	196	342	404	377	344	353	316	364	489	223.999	280	338	199
ENSG00000005471.19	ABCB4	0	3	0	4	11	7	5	0	2	1	1	0	55	53	20	39	69	49
ENSG00000005483.23	KMT2E	4356.62	4382.831	5522.791	3857.781	3644.149	5008.752	2348.116	2211.188	2755.936	2294.378	2042.001	2199.092	2939.001	2855.999	3238.192	3143.018	3275	3329.856
ENSG00000005486.17	RHBDD2	942.001	878	1148.999	1081	672.999	1096	1435	1046	963.001	1429.001	1155.999	1032	1117.001	1050.999	973	1034	926.999	858
ENSG00000005513.11	SOX8	44	59.746	52	57.042	76.001	57	49	43	45	62.032	65	61	29	40	54.999	63	101.249	81
ENSG00000005700.15	IBTK	2149.001	2241	2571	2154	2257.001	2485	3117	2785.002	2991.999	2817	2483.001	2700.999	2647.999	2289.999	2401.999	1660	2012	2014.999
ENSG00000005801.18	ZNF195	429	514	455	385	417.999	485	394.001	345	336.999	352.999	298.999	361.002	548.999	482.001	528	337	323.999	376.999
ENSG00000005810.20	MYCBP2	6572.626	6413.112	6855.484	6626.236	5326.999	7346.814	4699.533	4027.979	5612.781	4927.055	3274.789	4161.89	6682.63	6033.998	7467.971	4451.77	4877.412	7388.755
ENSG00000005812.11	FBXL3	2291.374	2562.192	2726.054	2272.282	2235.107	2716.151	2267.495	1932.826	2158.449	2153.896	1924.645	2084.721	2756.594	2488.196	2503.27	1695.675	2063.803	2389.374
ENSG00000005844.19	ITGAL	2	4	1	1	4	2	0	0	1	0	0	0	0	0	5	0	0	1
ENSG00000005882.12	PDK2	669.726	740.252	934.499	750.546	583.309	837.583	311.111	312.591	350.454	390.322	363.299	341.002	435.714	447.942	435.875	360.206	363.212	421.942
ENSG00000005884.18	ITGA3	12300	16352.002	17763	14396.999	15116.001	19015.001	5798	6012.999	5752.001	6103.001	5841	5351.999	13400	17991.002	11115	22686	25568.999	13238.998
ENSG00000005889.16	ZFX	1362	1457	1677	1254	1295.999	1625	1211	903	1078	998.544	860	998.623	1815	1752	1999.999	1136	1371.001	1651.999
ENSG00000005893.17	LAMP2	3902.001	5329	5827	3926.999	5086	5540	5587.999	6730	7764	5301.001	6773	6991	3612	6173	4946	3406	7079.001	6151
ENSG00000005961.19	ITGA2B	15	14.999	21	13	10	12	9	4	8	10	3	4	10	13	10	12	19	17
ENSG00000005981.13	ASB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006007.12	GDE1	1404	1208.632	1401.868	1596.848	1183	1469.53	2495.775	2088.999	2339.523	2434.451	1829.576	2143	2164.707	1736	1266	1971.301	1666	1720.843
ENSG00000006015.18	REX1BD	541.001	600	669	725	543	669.001	628.999	703	654	731	619.998	601	698	707.001	602	716.001	654	582.001
ENSG00000006016.12	CRLF1	26.605	17.32	25.619	25.707	21.2	31.226	46.171	41.026	63.692	37.67	43.26	49.914	71.764	61.025	63.438	130.955	118.612	103.794
ENSG00000006025.13	OSBPL7	236	325.002	323.999	300.001	288	288.001	306	349.001	394	310	331	303.001	261.999	354	257	296	289	197.999
ENSG00000006042.12	TMEM98	228.999	245	234	283	248	212	1844	1671.999	1697.001	2101.001	1726	1681	817.999	937.001	692.001	637	901.999	685
ENSG00000006047.13	YBX2	7	4	8	10	3	13	8	10	5	14	14	8	11	10	22	36	25	15
ENSG00000006059.4	KRT33A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006062.18	MAP3K14	268.999	362.997	330.876	215	222	280	562.999	544.901	478.995	413	466.999	398.997	325.938	423.997	302	356.999	469.996	244
ENSG00000006071.16	ABCC8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006116.4	CACNG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006118.15	TMEM132A	4151.999	5442	4828.989	5132.95	5031.999	5034	2538.999	2922.001	3085.999	3379	3558.998	3397.942	4047.998	5005.999	3881.981	5870.999	5964.998	5694
ENSG00000006125.18	AP2B1	9705.001	9998.001	10681.999	10377	8824	10397	11468	9592.999	10746.001	11832	9506.999	9320	12268	11140.999	9444.999	8389.995	8264.001	8845
ENSG00000006128.12	TAC1	0	0	0	0	0	0	33	7	8	24	22	13	0	3	0	0	0	0
ENSG00000006194.11	ZNF263	486.681	542.847	643.431	539.349	418.866	607.477	865.929	741.202	682.046	847.394	764.46	846.522	722.431	595.405	571.914	609.014	519.723	727.995
ENSG00000006210.7	CX3CL1	452	809	739	627	950	1072.001	89	140.001	105	150	231	129	1096	3594	3116	3397	6564	4950.999
ENSG00000006282.22	SPATA20	1447.999	2063.998	1530	1648.999	1670	1609	2069.001	2514.998	1748.999	2064	2255.999	1579.003	2346	3454	1533	2130.998	2900.999	1398.001
ENSG00000006283.18	CACNA1G	0	0	0	0	0	1	4	1	1	6	4	4	10	24	10	60	55.062	27
ENSG00000006327.14	TNFRSF12A	540	761	678	792	1135	886	3930.001	3903.001	3015.001	3886	4113	3251.999	2055	2395	1483	1932.999	2259	1278
ENSG00000006377.11	DLX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006432.16	MAP3K9	6	11	13	5	1	20	0	0	0	2	2	1	22	22.068	32	14	11	14
ENSG00000006451.8	RALA	4098	5623	5145.999	5133	6238.999	5690	22143	20075	22088	21235.001	19558.999	21286.999	9782.999	11740	9299	7556	10664.999	8642.999
ENSG00000006453.14	BAIAP2L1	70.835	105	79.17	98.651	131.125	109.934	65.3	35.064	57.064	73.159	58.363	71.408	99.614	145.824	101.613	211.008	293.309	179.246
ENSG00000006459.11	KDM7A	819	838	948	733	796	828	1060	721	696	1081	660	707	1426	1274	1116	1456	1413	1607
ENSG00000006468.15	ETV1	11	12	23	5	10	19	83.001	57.001	70	73.999	52	96	6	34	30	159.999	114	132
ENSG00000006530.18	AGK	562.544	655.583	605.73	650.375	710.096	718.594	821.551	850.712	876.996	867.362	749.811	742.541	837.692	759.673	698.899	717.449	849.796	925.964
ENSG00000006534.17	ALDH3B1	113	132	105	122	106.999	117	100	72	59	87	64	68	57	70	22	26	60	21
ENSG00000006555.11	TTC22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006576.17	PHTF2	649.001	678.001	719.999	646.002	633.999	688.999	883.001	919.999	881	991	835	803	639.001	681.999	632	672.999	779	687.001
ENSG00000006606.9	CCL26	2	0	4	1	0	0	0	1	1	2	1	2	0	1	0	0	0	1
ENSG00000006607.14	FARP2	1021.146	1124.961	1148.463	963.674	1051.603	1118.242	1747.671	1628.934	1359.891	1551.54	1428.701	1117.462	1266.932	1364.351	1111.229	1085.26	1257.129	910.32
ENSG00000006611.17	USH1C	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000006625.18	GGCT	660	791	910	787.999	760	942.997	1627.481	1719.999	1513.504	1468.999	1538.992	1434	1250.998	1301	1212	1061	1048.001	1370.999
ENSG00000006634.8	DBF4	175	191.918	223.966	184	149	185	674.983	527.999	695.994	515.994	515	551.991	426	280	382.997	299.001	243	378
ENSG00000006638.13	TBXA2R	16	52	25	17	40	21	124	151	143	150	181	118	78	161	70	320	362	207
ENSG00000006652.15	IFRD1	809.006	785.572	950.655	684.552	729.819	894.389	2892.919	2631.545	2003.073	2571.635	2652.849	2040.926	1712.804	1841.537	1619.181	1804.681	2017.43	1540.633
ENSG00000006659.13	LGALS14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006695.12	COX10	347.415	376.591	441.547	412.015	329.005	437.059	553.178	432.679	544.367	559.979	436.294	522.534	454.17	459.943	447	339.017	304.999	316.999
ENSG00000006704.11	GTF2IRD1	268	303	345	314	255	314.001	1055	811	785.999	1062	869	802	831	815.001	654.001	1288	1180.001	1019
ENSG00000006712.15	PAF1	1206	1239.001	1434	1294	1165	1542	1675	1588	1570	1646	1535	1452.001	1573	1456.001	1495	1148	1171	1189.001
ENSG00000006715.16	VPS41	2617	2793.999	3356.999	2843.999	2813	3264	2537	2087	2520	2475.999	1874	2133.999	3197	3005.999	2737	2070	2534	3414
ENSG00000006740.18	ARHGAP44	12	9	17.028	13	16	18	23	12	22	26	29	27	13	8	22	10	19	20
ENSG00000006744.19	ELAC2	1619	1956	2224	1789	1774.001	2241	2894.001	2888	3143	2779	2938	2636	2598.999	2638.001	2511	2173.999	2298	2326.001
ENSG00000006747.15	SCIN	0	1	1	0	0	0	2.117	10.022	3	5	1	1	0	0	2	2	7	0
ENSG00000006756.16	ARSD	1359.277	1475.692	1344.26	1650.914	1234.657	1385.811	818.381	831.942	641.999	947.284	738.106	566.643	1368.225	1439.097	956.418	627.23	662.752	507
ENSG00000006757.12	PNPLA4	332	411	457.001	443	407	436	166	182.001	170	198.001	157	150	303	337	241	378	274	318
ENSG00000006788.14	MYH13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000006831.10	ADIPOR2	2476	2507	2938	2638	2296	2950	4340	3386	3620	4526	3329	3616	2881	2778	2676	2390	2717	2699
ENSG00000006837.12	CDKL3	9.616	22.096	22	5.036	15.3	16.676	33.24	20.907	12.442	37.999	28	25.001	18.596	18.578	8.716	13.373	20.611	10.703
ENSG00000007001.13	UPP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007038.11	PRSS21	23	50	31.999	25.001	43.999	48.999	27	22	13	13	14	8	22	29	33	14	22	33
ENSG00000007047.16	MARK4	2000.001	2052	2325.001	2351.999	1722.999	2166	1661.001	1481	1616.999	1992.999	1622.001	1571	2042.002	2252	2083.001	2968	2727	3102
ENSG00000007062.12	PROM1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	3	0	0
ENSG00000007080.11	CCDC124	1231	1273	1397.999	1518.001	1161	1492	2558.001	2684	2314	2685.001	2834.001	2356.001	1954	2301.001	1632	2673	2392	2060.001
ENSG00000007129.18	CEACAM21	91	92	67	119.001	113	87	101	110	100.001	116	109	134	191.001	146	92	85.999	105.999	70
ENSG00000007168.14	PAFAH1B1	4831.558	5268.804	5535.001	5176.951	5147	5556.999	7366	6200.183	6477.001	7305.599	6442.185	6025.038	7194.999	6683.327	5676.472	5165.693	6147.998	5389.999
ENSG00000007171.19	NOS2	0	0	0	0	1	5	22	17	22	9	33	26	10	18	14	5	8	9
ENSG00000007174.18	DNAH9	0	0	0	0	0	1	0	0	0	0	0	3	1	2	1	0	1	0
ENSG00000007202.16	BLTP2	4758.001	6328.339	7094.522	4966.888	5404.689	7466.638	7185.547	8083.655	9208.891	6003.888	6943.754	7497.55	5382.507	7291.474	7870.532	3992.875	6159.983	7744.988
ENSG00000007216.16	SLC13A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007237.19	GAS7	202.999	411	546	185	251.999	347	0	0	1	0	3	2	78	135.999	155.001	165	159	180
ENSG00000007255.10	TRAPPC6A	474	470.999	632	526.999	385	538.999	194	195	173.001	245.999	186	133	351	381	227	331	347	276
ENSG00000007264.15	MATK	0	0	0	0	0	0	8	2	2	4	7	0	1	1	2	10	7	4
ENSG00000007306.15	CEACAM7	14	29	30	32	55	31	0	0	0	4	0	0	0	1	2	1	11	0
ENSG00000007312.14	CD79B	3	12	1	3	22	1	45.789	81	20	30	59	21	11	56	6	26	49	17
ENSG00000007314.12	SCN4A	2	8	5	0	3	0	2	3	2	0	3	0	7	9	1	3	18	4
ENSG00000007341.19	ST7L	153.095	211.759	177.479	175.246	190.438	195.235	291.216	249.83	270.785	270.046	224.24	221.427	164.688	253.609	175.174	127.934	125.201	148.465
ENSG00000007350.18	TKTL1	1	7	6	2	5	1	0	0	0	0	0	0	2	5	4	0	2	1
ENSG00000007372.25	PAX6	13.136	0	13.358	15.257	1	0	1	0	7.442	4.454	7.743	13.413	11.884	0	10.752	0	5.118	8.786
ENSG00000007376.8	RPUSD1	509	595	616	667	480.001	657	1727	1554	1637.898	1486	1447.001	1469.999	1129.999	1259	1179	950.999	948.999	997.573
ENSG00000007384.15	RHBDF1	1150	1351	1447	1226.001	1018.999	1474	1719.999	1537.001	1820	1712.001	1374.001	1461	1516	1599.001	1431	1585.999	1564.001	1422
ENSG00000007392.17	LUC7L	781.001	859	1075	793.999	703.999	1128.001	983.001	1060.998	1273.999	1049	1002	1210	933	854.998	1267.002	518.999	463	1067
