gene_id	gene_name	A_1	A_2	A_3	A_4	A_5	A_6	B_1	B_2	B_3	B_4	B_5	B_6	C_1	C_2	C_3	C_4	C_5	C_6
ENSG00000001630.18	CYP51A1	22.518822	24.753098	21.086258	18.181443	24.494217	21.042574	55.907986	48.872997	46.725386	49.964172	49.260176	49.173558	33.223874	34.372092	32.196468	32.558591	33.442504	28.934757
ENSG00000001631.17	KRIT1	17.043713	17.474957	15.351756	14.453598	14.903123	16.272334	21.185134	16.6675	18.382174	16.697907	16.667128	16.068097	17.691637	14.266833	17.472441	12.015597	10.914774	13.025903
ENSG00000002016.18	RAD52	5.917456	6.422593	5.744683	4.531252	5.428076	3.543114	6.259958	7.459211	5.34247	5.913077	5.0598	4.311471	4.29301	3.591881	4.061189	3.866527	5.166955	4.057295
ENSG00000002079.15	MYH16	0	0.009486	0	0	0	0	0.042948	0.162667	0.017558	0.026218	0.06304	0.08527	0	0.029529	0.009672	0	0.123932	0
ENSG00000002330.14	BAD	63.930422	56.470516	52.984732	72.611366	56.508846	55.996983	64.888496	69.055284	67.900244	73.365171	63.864967	70.467249	64.350039	68.492867	68.732705	77.981261	82.033557	82.978549
ENSG00000002549.13	LAP3	95.122054	86.970287	91.192222	113.195668	103.331716	102.880238	181.495124	159.523272	192.480257	157.886633	154.984427	156.526685	199.772583	217.672282	165.265998	65.391006	67.353273	81.004047
ENSG00000002586.20	CD99	349.723522	390.084361	366.825885	407.079886	345.686798	346.68701	432.068402	468.458671	503.124084	423.822739	280.61352	492.815847	304.673691	377.741875	299.872646	391.038911	401.090804	307.709302
ENSG00000002587.10	HS3ST1	3.527262	6.012396	1.744883	0.863401	1.648558	1.517718	0.388551	1.215862	0.276535	0.40243	0.334705	0.624107	2.107435	1.398542	0.742098	1.143829	0.635955	1.354889
ENSG00000002726.21	AOC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000002745.13	WNT16	0	0	0	0	0	0	0.415208	0.257157	1.015067	0.48974	0.312154	0.604606	0	0	0	0	0	0
ENSG00000002746.15	HECW1	0	0	0	0	0	0	0	0.025772	0.215326	0.009929	0	0.021531	0	0	0	0	0	0
ENSG00000002822.16	MAD1L1	12.051759	10.799712	11.431571	11.675919	13.414848	12.141348	21.55599	21.860005	21.813796	22.045025	23.824554	21.713762	14.65181	15.259451	16.229205	15.93092	15.283605	13.986935
ENSG00000002834.19	LASP1	117.841254	108.640864	112.215301	124.743499	119.72796	116.939303	243.297408	216.928134	240.111502	232.39419	225.878496	227.877265	245.02626	229.691006	224.575344	269.78725	243.249618	193.885285
ENSG00000002919.15	SNX11	27.799864	21.517717	19.098991	22.016451	18.867045	19.68826	33.213399	30.66162	31.621623	26.308428	32.001545	24.831515	22.474893	26.391347	22.019787	22.10502	21.872199	20.012408
ENSG00000002933.9	TMEM176A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000003056.8	M6PR	49.401854	51.617386	50.13194	52.853609	49.543158	58.541978	115.84169	99.028821	99.747964	106.062975	104.015583	112.018397	66.64175	68.183156	69.38567	74.875182	66.744345	74.704552
ENSG00000003096.15	KLHL13	0.400331	0.664911	0.492426	0.301578	0.756465	0.395705	2.383305	2.099955	2.9617	2.074825	2.391737	2.232884	0.565702	0.468619	0.541545	0.530159	0.509582	0.470597
ENSG00000003137.9	CYP26B1	0.031513	0.014069	0.051607	0.162002	0.026961	0.012756	0.925996	0.575957	1.357018	0.465301	0.788889	0.664539	0.088067	0.012095	0.014347	0.013352	0.038012	0.315554
ENSG00000003147.19	ICA1	40.557849	31.946899	32.417403	31.214804	30.230563	36.66156	23.207328	30.242378	19.127169	27.097865	23.457902	23.288598	26.700148	26.163552	24.61473	22.144493	19.069822	14.156739
ENSG00000003249.15	DBNDD1	61.944707	52.285375	62.223408	57.011791	48.267048	56.53582	17.559939	20.309519	17.787744	15.06197	17.424793	17.323721	51.062318	47.533206	61.060156	62.772279	59.972165	71.742649
ENSG00000003393.16	ALS2	11.420853	12.893087	11.237289	11.804005	12.660043	11.999351	22.077327	21.837765	21.090651	21.093772	20.1665	19.011235	16.14349	16.560743	17.352973	17.585019	18.778003	14.628628
ENSG00000003400.16	CASP10	19.99161	19.934289	19.137795	17.226053	18.875511	20.191885	12.4525	11.900598	14.839246	11.441054	9.075596	9.931315	15.639033	14.650751	17.509917	13.0192	13.692988	15.204939
ENSG00000003402.21	CFLAR	69.276302	60.429392	63.039992	62.729419	72.023927	64.289374	136.803237	135.734076	150.746908	132.132896	140.192653	137.090874	88.894966	107.457759	89.739112	105.352544	135.889922	98.799326
ENSG00000003436.16	TFPI	946.870966	860.933407	857.931861	728.13335	736.728581	763.885823	162.346917	153.9278	155.869012	152.97713	114.708708	133.634075	288.012198	236.513274	315.428937	175.256714	163.055327	264.653211
ENSG00000003509.16	NDUFAF7	7.430879	10.334204	6.171041	6.275052	5.714504	5.388928	6.648988	7.362049	7.856138	7.345357	6.023985	9.282141	7.832272	7.925221	7.795967	6.588559	5.950167	7.171566
ENSG00000003756.17	RBM5	75.957462	81.738021	65.884477	66.689999	61.408297	60.988392	65.503312	65.384181	54.894984	73.557053	51.022201	63.494047	56.037539	65.190833	80.945405	50.191738	45.090941	52.724581
ENSG00000003987.14	MTMR7	1.246177	0.931139	1.412418	0.972195	1.014452	0.923131	1.102917	0.400993	0.5718	0.692611	0.707034	0.753613	0.682777	0.693615	0.923039	0.523148	0.501285	0.887328
ENSG00000003989.18	SLC7A2	2.187904	4.068147	2.515868	2.433388	5.720669	3.506088	13.884182	24.86174	21.413518	21.174302	35.935308	32.514165	3.409635	8.155246	6.589383	4.955547	16.135433	8.102935
ENSG00000004059.11	ARF5	227.97749	223.642802	225.03793	205.041163	210.598329	201.093896	168.802142	158.261737	199.620859	189.226405	168.629722	204.694324	236.006234	216.862328	208.072645	202.464779	205.690409	181.787931
ENSG00000004139.14	SARM1	3.523547	6.18132	2.926164	2.499496	5.589584	2.53017	9.872482	19.303646	12.689323	9.247298	13.555905	10.941597	2.142365	6.598366	3.579561	1.279278	3.895538	1.393084
ENSG00000004142.12	POLDIP2	64.805544	57.7716	59.317527	63.289479	53.791898	56.476022	131.078776	127.926988	109.603062	121.693404	120.275731	102.295303	80.420706	82.185115	71.782649	86.969682	78.965409	62.056601
ENSG00000004399.13	PLXND1	178.860749	226.908684	184.278873	141.478755	181.530127	144.137437	277.38628	273.364645	289.017988	330.201178	283.086123	289.785172	196.570012	209.049982	203.04891	320.344601	294.33308	232.442359
ENSG00000004455.18	AK2	107.186065	99.815479	105.771479	101.287478	111.301943	104.941687	156.238886	152.46778	152.494241	134.597421	157.820564	147.399934	120.25919	114.367108	109.952685	109.87553	96.576134	93.047408
ENSG00000004468.13	CD38	5.413309	7.699778	8.765055	2.55541	4.74107	4.977647	0.139795	0.101508	0.137003	0.027276	0.065583	0.163858	0.158659	0.608218	1.194722	0.037545	0.017798	0.199256
ENSG00000004478.8	FKBP4	21.750177	15.797156	24.483886	19.586124	18.319305	24.482895	69.467178	61.472682	65.969977	61.371324	59.998894	60.03297	29.304472	27.301799	39.902225	45.362796	32.896647	45.989834
ENSG00000004487.18	KDM1A	39.03313	42.203756	43.03838	37.395027	51.545383	50.726742	42.868937	50.400615	55.576929	43.608701	50.530108	54.656838	53.059138	56.859774	76.310747	43.174148	52.34594	66.331717
ENSG00000004534.15	RBM6	42.739546	41.629849	40.831717	34.355714	29.96571	42.928093	30.693588	27.793497	28.869433	29.635722	30.444452	30.536486	33.099366	30.623272	41.573908	28.36524	24.42688	35.792524
ENSG00000004660.15	CAMKK1	0.310779	0.338774	0.374229	0.370771	0.434815	0.236747	2.619784	2.477742	1.695499	2.433394	2.329131	1.782696	1.298651	1.780047	1.00921	2.365807	2.397613	1.464848
ENSG00000004700.16	RECQL	63.072625	69.167451	55.288573	51.00118	76.209122	53.399957	60.614153	66.806613	57.747219	51.937158	59.167173	52.769827	42.688189	49.433578	48.326132	31.831178	43.874697	35.034386
ENSG00000004766.17	VPS50	18.55344	18.038841	15.416943	14.843462	16.12598	14.838541	18.87008	15.232914	18.555777	17.111948	17.342913	16.861346	11.74708	12.870786	10.585835	8.917886	8.89317	8.839539
ENSG00000004776.13	HSPB6	5.155392	3.074149	4.30296	3.972657	3.152851	4.199547	14.240626	14.995532	16.565906	17.447217	12.938716	15.012975	1.477139	1.33086	1.045952	1.207648	1.318255	1.588018
ENSG00000004777.19	ARHGAP33	0.749	1.613108	2.033866	1.007963	2.676776	2.196438	2.070132	1.945831	1.862347	1.900888	1.350411	2.603272	3.847273	2.338627	1.677103	1.49463	1.084615	1.803026
ENSG00000004779.10	NDUFAB1	148.063031	131.11842	159.437162	148.315928	161.17677	149.778366	168.886805	174.283753	184.964695	161.678201	169.615678	162.433639	144.425075	131.999214	153.199438	124.005053	135.255804	151.628159
ENSG00000004799.8	PDK4	651.849147	468.046453	684.768298	378.271715	341.771201	483.693682	11.558029	5.899244	15.476948	10.703031	4.136243	8.172498	63.534066	45.297297	111.920904	34.035756	24.636323	60.73577
ENSG00000004809.14	SLC22A16	0	0	0	0	0	0	0	0.105603	0.102124	0	0.029628	0.070502	0.063616	0.134167	0	0	0	0.028689
ENSG00000004838.14	ZMYND10	0	0.571498	0	0.167927	0	0.09582	0.383647	0	0.196797	0.241505	0.134566	0	0.132396	0.109828	0	0.165352	0.063096	0.065172
ENSG00000004846.17	ABCB5	0	0	0	0	0	0	0	0	0.12192	0	0	0	0	0	0	0	0	0.028615
ENSG00000004848.8	ARX	0	0	0	0	0	0	0	0	0	0	0	0.060357	0	0	0	0	0.018121	0
ENSG00000004864.14	SLC25A13	13.061322	15.714577	13.552297	10.244305	13.195632	13.86636	32.015901	28.254283	27.580698	26.113553	29.865641	27.276879	14.759447	14.34277	20.040079	11.000019	15.650197	10.81336
ENSG00000004866.22	ST7	6.624919	6.423254	6.992279	7.516834	7.595049	8.811391	21.077307	19.400361	19.879852	25.444249	22.054603	21.198888	15.368214	17.400356	15.358273	11.777036	17.124981	16.02877
ENSG00000004897.12	CDC27	52.654548	56.620635	46.78436	39.143147	47.807966	50.21998	55.54757	57.289199	69.613356	60.65559	53.223552	61.201897	42.928494	38.816552	52.410047	37.594144	40.022559	43.488527
ENSG00000004939.16	SLC4A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004948.16	CALCR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004961.15	HCCS	26.692382	23.785375	22.800926	25.667628	27.780375	23.815941	49.75679	46.443869	35.271617	46.604781	42.87199	41.584742	32.475504	36.127966	31.733147	33.78276	41.361395	32.600104
ENSG00000004975.12	DVL2	15.357583	17.007366	17.393549	15.69577	19.211815	21.750065	31.407595	28.672214	27.044626	31.009971	31.413568	25.042516	23.032614	26.341177	29.838916	29.675025	32.715117	28.814166
ENSG00000005001.10	PRSS22	0	0	0.095801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005007.14	UPF1	44.270638	40.569943	39.822804	41.974728	41.349368	43.454337	40.502519	36.653768	35.005344	39.587395	36.71727	37.294327	42.878715	35.809801	42.924521	45.596662	40.023251	45.278692
ENSG00000005020.13	SKAP2	50.801612	52.268035	45.494574	43.949147	48.50754	44.359265	40.062194	35.094557	46.110443	40.018004	30.319702	34.720499	48.248345	42.959939	41.514801	50.723856	42.158482	48.662208
ENSG00000005022.6	SLC25A5	252.681128	194.656285	285.248619	262.842202	211.297751	295.844998	298.999904	270.35731	321.658132	283.551312	264.75208	297.009249	273.357883	194.468523	309.182744	235.904457	181.771887	307.422722
ENSG00000005059.16	MCUB	62.673103	69.955243	73.335271	63.267184	68.298803	63.706179	45.14114	53.389151	62.959036	42.790337	55.506683	46.132248	46.889852	62.128415	53.214083	41.710519	60.553023	42.372919
ENSG00000005073.6	HOXA11	0.031789	0.08503	0.026029	0.062582	0.062342	0.077084	0.230696	0.132242	0.104868	0.182451	0.160856	0.141404	1.734317	2.067636	1.371508	3.077093	3.149319	2.16188
ENSG00000005075.16	POLR2J	73.27363	48.694138	71.868735	80.247298	54.871321	74.665437	101.320934	72.64231	93.568831	99.173783	80.551793	96.670951	81.11308	54.483596	75.473446	94.80092	53.430849	78.567981
ENSG00000005100.13	DHX33	15.9289	17.279221	15.074022	13.762227	16.613217	14.070436	25.542257	29.703499	26.464934	23.876797	25.43061	27.109435	18.542426	19.75306	22.380607	19.566994	20.559026	19.153803
ENSG00000005102.14	MEOX1	0	0	0	0.056904	0	0	0.108696	0	0	0	0.164427	0.299942	0	0.037748	0.057921	0	0.039532	0.241873
ENSG00000005108.17	THSD7A	9.717213	5.71681	4.516282	5.452845	7.64108	5.742936	7.618278	4.573042	7.421676	6.12709	4.837462	5.533394	9.952511	9.165379	9.665605	2.848565	2.693215	3.634745
ENSG00000005156.12	LIG3	11.4435	7.730371	12.383138	9.820995	6.393537	10.474284	13.291612	12.087474	13.374847	15.668088	8.658369	13.724962	9.135085	10.298724	12.261668	9.645299	9.818048	14.074623
ENSG00000005175.10	RPAP3	13.117307	10.116174	13.66687	11.818669	15.490894	12.97293	25.911303	23.631476	25.714398	25.620151	25.207674	20.546699	14.864036	14.99442	20.920724	12.848457	16.343478	14.78179
ENSG00000005187.12	ACSM3	1.552386	0.771946	1.412933	2.002653	1.117995	1.391466	51.663703	24.693644	82.007429	61.818469	23.262541	67.243693	5.324016	3.062648	2.912005	1.124932	0.632196	2.069505
ENSG00000005189.20	REXO5	5.101579	3.708031	2.76056	5.221033	3.984804	2.202727	2.829319	1.574459	3.483964	3.745991	3.147289	2.190247	2.327599	1.26394	2.168851	2.662835	1.747534	0.827837
ENSG00000005194.15	CIAPIN1	47.194037	50.648757	50.404683	44.080658	59.176648	50.55039	80.611683	72.385286	72.554065	73.286428	76.981897	71.183605	71.225948	70.553645	64.086035	50.012438	55.750226	52.207266
ENSG00000005206.17	SPPL2B	40.757648	35.521332	32.234232	42.519307	26.174094	33.697567	28.885962	24.28677	29.711231	33.522692	24.488188	30.595505	22.830604	16.932954	26.978622	29.591899	16.58979	26.694048
ENSG00000005238.20	ATOSB	18.928823	21.082769	14.756459	18.39205	23.924646	17.596948	25.550465	28.492469	28.439947	34.315738	34.097808	34.854285	19.270049	26.34015	17.007107	29.660519	35.635382	29.135964
ENSG00000005243.10	COPZ2	9.203947	9.995366	9.126345	8.761351	9.613489	8.553266	10.28263	11.589224	11.201684	14.814766	15.844963	9.820136	6.096731	6.939431	8.896476	7.544973	9.196888	4.752832
ENSG00000005249.14	PRKAR2B	11.59273	8.739567	7.6669	9.695768	10.762046	7.796329	47.669314	41.766497	44.134512	30.423865	25.524565	27.467887	13.586471	12.586638	11.75292	13.000368	12.170734	11.48596
ENSG00000005302.19	MSL3	43.133446	28.99026	24.803181	32.699818	33.863167	24.976836	57.143537	39.777813	47.200098	53.426065	40.669654	41.352017	54.220966	39.771849	33.845215	27.923913	28.910427	31.196535
ENSG00000005339.15	CREBBP	20.300842	18.307094	18.156296	16.437021	16.661768	18.28652	22.646842	20.991481	21.932091	25.484773	18.685314	19.86238	19.738833	20.16319	24.118156	13.221984	15.308029	14.957775
ENSG00000005379.17	TSPOAP1	0	0	0.037983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005381.9	MPO	0.085341	0.056324	0.032917	0	0.030969	0.02553	0	0.094729	0	0.023324	0	0	0	0.048259	0	0	0	0.025788
ENSG00000005421.9	PON1	0	0	0	0	0	0	0	0	0	0.166272	0	0	0	0	0	0	0	0
ENSG00000005436.14	GCFC2	11.617331	10.727131	10.159792	9.11466	12.633188	11.04507	23.036568	17.860046	17.246443	19.69039	15.594583	18.245724	15.100667	15.982744	16.468522	19.236713	16.386357	14.165801
ENSG00000005448.17	WDR54	19.953359	26.016176	19.939163	17.138438	23.192676	20.253685	17.055235	20.579167	18.892361	16.00645	19.914313	12.509257	17.300152	23.915176	16.827561	24.824581	24.075112	22.902475
ENSG00000005469.12	CROT	3.269116	5.945691	4.429164	3.415742	5.714059	3.506808	6.279282	8.14683	7.637508	6.192683	6.650244	6.384581	6.47078	8.695617	5.15497	5.50339	5.85579	4.158331
ENSG00000005471.19	ABCB4	0	0.086188	0	0.054203	0.185606	0.090846	0.09738	0	0.56951	0.0264	0.014612	0	0.714372	0.648683	0.291925	0.551998	0.897582	0.653796
ENSG00000005483.23	KMT2E	47.459255	37.450208	43.149322	31.978369	36.028831	37.884376	18.908335	17.631463	22.705351	21.16741	18.193703	19.234365	23.307124	21.594542	27.951314	28.525443	26.615313	27.501953
ENSG00000005486.17	RHBDD2	38.197897	32.749128	38.744879	36.828598	28.296596	35.92043	47.783756	35.967858	32.344142	46.648028	40.149428	37.979651	37.217742	34.830451	36.396616	34.91761	30.566178	28.776882
ENSG00000005513.11	SOX8	0.763121	0.93713	0.827204	0.953254	1.437679	0.791195	0.726616	0.714321	0.758342	1.031343	1.08232	1.079397	0.465546	0.607046	0.98022	1.062509	1.565822	1.337861
ENSG00000005700.15	IBTK	23.520753	21.480937	22.746276	19.253959	23.364841	21.484837	27.630453	25.860088	26.554374	24.733756	22.752108	25.94107	23.267725	19.814605	23.974186	15.529883	17.403976	17.851349
ENSG00000005801.18	ZNF195	11.656022	10.971576	9.563034	9.163247	11.202262	11.207426	9.235877	7.449803	8.868605	10.402426	7.205908	9.225237	12.542411	13.652265	12.862875	8.044697	7.473332	8.442654
ENSG00000005810.20	MYCBP2	53.539207	43.103369	49.168597	57.989954	37.852043	57.335335	35.250489	28.481394	37.738868	40.538429	28.538117	32.117675	49.139287	38.080582	62.460849	39.306249	29.607402	50.509911
ENSG00000005812.11	FBXL3	45.281229	45.371996	44.041892	37.344847	43.083826	41.575712	37.071282	33.442087	36.855739	35.646652	32.646341	37.557472	43.569911	37.822251	44.424428	27.9721	33.380864	37.886437
ENSG00000005844.19	ITGAL	0.016288	0.166782	0.006669	0.006891	0.647304	0.013197	0	0	0.006735	0	0	0	0	0	0.046998	0	0	0.00668
ENSG00000005882.12	PDK2	29.766117	23.128482	23.361704	24.67379	17.821527	22.033632	7.735712	6.516296	9.000079	8.950523	9.767321	8.108218	10.080849	10.536472	12.30723	7.345662	10.480916	11.483869
ENSG00000005884.18	ITGA3	172.554367	204.48566	201.64559	165.295551	199.697726	212.371176	64.813663	66.1903	67.265619	68.840613	73.289519	65.576069	151.366415	183.268643	141.193073	263.283041	280.767433	158.698262
ENSG00000005889.16	ZFX	15.739403	18.577217	15.070713	14.555548	14.078567	14.139064	12.992623	9.670981	10.009622	9.716922	8.413894	12.132717	15.412737	16.077545	21.483712	10.342039	14.631844	17.18108
ENSG00000005893.17	LAMP2	62.115613	75.681304	74.240191	55.46175	76.878063	71.793637	72.210017	86.694726	100.52981	70.40944	93.07121	100.791014	48.103001	76.972999	70.59686	51.155581	90.253675	76.6193
ENSG00000005961.19	ITGA2B	0.282781	0.301268	0.604309	0.634507	0.183647	0.352033	0.782636	0.061543	0.166682	0.207125	0.046836	0.138207	0.257581	0.27228	0.230533	0.523715	0.372633	0.295436
ENSG00000005981.13	ASB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006007.12	GDE1	38.561967	35.317517	38.447012	38.523493	32.779556	33.689755	67.733274	56.856994	57.868853	61.040594	46.443392	56.817818	52.328413	40.717981	36.187749	50.97439	38.862071	38.940651
ENSG00000006015.18	REX1BD	59.535598	57.98342	60.783152	68.81236	61.791298	61.887042	56.788798	60.886615	60.385356	65.005256	56.336947	60.990414	60.4551	59.310778	59.161912	66.26138	58.192915	52.534394
ENSG00000006016.12	CRLF1	1.453142	1.053658	1.25536	1.260866	1.813772	1.563629	2.575699	2.573112	3.786342	2.218634	2.617553	4.152896	4.312836	2.760296	3.630661	5.182913	5.004982	5.38315
ENSG00000006025.13	OSBPL7	7.031819	5.996376	7.482039	5.463987	6.123627	4.705253	4.952921	5.658505	6.934336	6.08804	5.296696	5.292989	5.19644	5.262617	4.600688	6.23297	4.227386	3.54446
ENSG00000006042.12	TMEM98	11.990335	11.273473	10.684046	12.055655	13.509185	9.296969	80.212241	77.342435	73.585237	94.477984	77.039232	77.866445	37.58428	41.668279	35.059833	29.758147	38.917264	28.572467
ENSG00000006047.13	YBX2	0.266786	0.153118	0.238803	0.274328	0.094013	0.434759	0.244657	0.631654	0.432756	0.398091	0.505928	0.305402	0.249502	0.380672	0.683296	1.914025	1.06135	0.525163
ENSG00000006059.4	KRT33A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006062.18	MAP3K14	3.813618	4.700728	3.99424	2.720629	3.133153	3.271002	6.618786	6.696826	5.727844	5.041622	5.732941	5.329457	3.686341	4.879234	4.09299	4.342711	5.751621	3.027479
ENSG00000006071.16	ABCC8	0	0.016998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006116.4	CACNG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006118.15	TMEM132A	89.62351	101.805565	84.241132	91.838744	101.350843	85.875363	43.430939	52.551637	57.492825	59.491437	66.424314	66.745035	66.077161	79.804756	76.92965	102.094612	100.255479	98.425778
ENSG00000006125.18	AP2B1	127.155942	121.766967	115.653157	115.826066	117.472113	107.051809	124.679726	108.107784	116.119498	127.869202	109.084719	108.422064	133.40087	125.025063	113.980832	97.095891	97.431478	93.405346
ENSG00000006128.12	TAC1	0	0	0	0	0	0	2.15058	0.437157	0.557767	1.484823	1.445278	0.869974	0	0.171148	0	0	0	0
ENSG00000006194.11	ZNF263	9.530306	9.291646	10.432247	8.594447	7.891891	9.448045	13.962341	12.375447	11.114309	13.897183	12.810099	14.782434	11.226155	9.037664	10.309982	9.822788	8.230024	11.487708
ENSG00000006210.7	CX3CL1	8.876593	14.139407	11.87091	10.40378	18.230687	17.490382	1.411895	2.280074	1.702944	2.41551	3.838103	2.25751	17.079594	54.286467	56.231816	56.381513	103.549701	80.568434
ENSG00000006282.22	SPATA20	39.913134	51.138716	33.874733	37.61329	42.664509	33.951513	55.395867	59.168202	41.289833	49.481073	52.209899	38.698776	51.612883	72.884407	38.271927	48.308822	62.416023	30.399776
ENSG00000006283.18	CACNA1G	0	0	0	0	0	0.048831	0.029749	0.010665	0.049809	0.045398	0.030131	0.087875	0.073324	0.150949	0.085035	0.417325	0.496239	0.198256
ENSG00000006327.14	TNFRSF12A	45.121473	55.248233	46.29543	56.529087	94.861064	58.748342	267.743108	272.255011	208.894238	270.266924	288.631963	241.892503	137.646315	150.40029	110.889265	136.003358	149.086266	86.245159
ENSG00000006377.11	DLX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006432.16	MAP3K9	0.056123	0.051639	0.164214	0.044406	0.015399	0.15189	0	0	0	0.008655	0.008922	0.00469	0.192376	0.089263	0.295656	0.078027	0.113634	0.126856
ENSG00000006451.8	RALA	99.453105	121.77819	103.067532	104.764977	148.046353	111.11213	445.699863	411.165466	444.362887	435.272688	420.717613	468.865676	191.863578	223.546321	211.247984	167.3237	209.133357	173.870597
ENSG00000006453.14	BAIAP2L1	2.002413	1.86669	2.482167	2.017484	3.010913	2.574709	1.262696	0.512956	1.05357	1.458195	0.866406	1.337273	1.934431	2.155822	2.307977	4.135474	5.908511	4.438181
ENSG00000006459.11	KDM7A	5.4258	4.968056	6.403957	4.093621	5.140516	4.427689	5.727219	3.977001	3.854712	5.87557	3.69747	4.944785	10.420432	8.427955	6.795832	12.580255	7.521443	10.276699
ENSG00000006468.15	ETV1	0.21857	0.472116	0.179825	0.210313	0.555218	0.371979	1.354082	1.112499	0.93061	1.613471	1.307655	3.137558	0.072401	0.648704	0.679248	2.60438	1.275294	1.701075
ENSG00000006530.18	AGK	14.186846	14.938975	12.021568	14.7522	16.31069	13.764409	19.886143	21.011732	18.425087	19.487695	18.075333	20.766818	16.442035	15.419628	16.390265	16.459966	16.272749	18.276526
ENSG00000006534.17	ALDH3B1	2.635005	2.693722	1.98992	2.641547	2.5102	2.42824	1.997293	1.651258	1.527272	1.665166	1.246637	1.661335	1.079774	1.25013	0.466897	0.511669	1.107702	0.400457
